Date	URL	Country	Reach	Engagement	Key Phrases	Twitter Client	Twitter Followers	Twitter Following	City	Body
26/02/2020	http://twitter.com/IceBullet11/statuses/1232806960883519489	Botswana	407	2	"Cities and towns,child,schools,situation,sports events"	Twitter Web App	407	399		"QT @teresadg0: Well said Teresa, with schools being shut down, sports events, Cities and towns the ' School Brigade Are Exempt ' If Climate Change Is On The Agenda..... ; What parent would willingly allow their child to attend this with the ‘Coronavirus’ situation we have right now? https://t.co/Dq1a6r3X5u"
22/10/2020	http://twitter.com/RYoung1951/statuses/1319123613019066368	Botswana	61	2	"globalists at work,plan"	Twitter for iPad	61	951		@adamscrabble @axelroark Climate Change...Covid19...Green New Deal is the plan. The globalists at work.
10/03/2020	http://twitter.com/jagowriter/statuses/1237174699085291520	Botswana	3589	2	"Proxy wars,climate change,global agendas,global markets meltdown,humanitarian relief,numbers of refugees,peace,recession"	Twitter for iPad	3589	421		"As global markets meltdown and recession looms, we must consider that if #COVID19 recedes slowly, global agendas for peace, humanitarian relief and climate change will falter. Who will care about rising numbers of refugees? Proxy wars will prosper, surely."
14/03/2020	http://twitter.com/DenisCoghlan/statuses/1238779663431974912	Botswana	1321	2	"Political Correctness,debate COVID,genuine reason,very afraid Anthropogenic Climate Change Scaremongering"	Twitter Web App	1321	2034	Gaborone	"@LawParty I wouldn't worry too much COVID-19 is going to finish off the #ClimateChange debate COVID-19 will provide a genuine reason to be afraid, very afraid Anthropogenic Climate Change Scaremongering won't stand a chance Next to go will be Political Correctness, Me Too, Feminism etc"
16/03/2020	http://twitter.com/rchbhn/statuses/1239698144163749888	Botswana	347	2	"climate change crisis,everything,future,problems,response"	Twitter Web App	347	580	Dukwe	"Our response to this coronavirus pandemic should tell us everything about how ill-prepared we are for a climate change crisis. If today felt like the apocalypse, it will be the least of our problems in the future."
08/06/2020	http://twitter.com/jay_jagannathan/statuses/1269899280623579137	Botswana	513	2	"Sea levels,anniversary,birthday,country,depend,family,millions,ocean,pledge,tree,unprecedented opportunity,xtreme water problems"	Twitter for Android	513	183	Gaborone	"QT @antonioguterres: What are we doing about #ClimateChange in #Botswana??? We have xtreme water problems..we need to plant more local trees...let's make our country more green.. let me start with a pledge to plant 12 trees every year and a tree for every birthday in my family including anniversary. ; Sea levels are rising due to climate change. Oceans are becoming more acidic & teeming with plastic. As we work to end the #COVID19 pandemic & build back better, we have an unprecedented opportunity to protect the ocean on which millions of lives and livelihoods depend. https://t.co/EMIsWXEy6B"
22/04/2020	http://twitter.com/TheAnswerKarabo/statuses/1253008340600401920	Botswana	4583	2	"deal,equal effort"	Twitter Web App	4583	2022		After we deal with Covid we should make an equal effort to combatting Climate Change if we are to be really honest with ourselves
26/05/2020	http://twitter.com/iam_PatoK/statuses/1265318712296554501	Botswana	1526	1	"Brilliant suggestions,climate change,content,solutions"	Twitter for Android	1526	1592	Gaborone	Brilliant suggestions being made on how Covid-19 solutions can also serve combating climate change. I really hope we see them coming to life. BTV Covid-19 content is really that girl! ????????????
17/03/2020	http://twitter.com/nyashadzashezw/statuses/1240002439476064257	Botswana	86	1	"economic downturns,effects of climate change,lack,leadership,many challenges,nation,next Cyclone Idai"	Twitter for iPhone	86	237	Gaborone	"QT @ZBCNewsonline: We have also suffered from his leadership...or lack of. ; H.E. @edmnangagwa on COVID-19: We have suffered from the effects of climate change, we have struggled through economic downturns; indeed we have faced many challenges as a nation. Let's make sure that this is not our next Cyclone Idai. @InfoMinZW, @MoHCCZim, @nickmangwana"
27/04/2020	http://twitter.com/Semmelweis7/statuses/1254614666225074183	Botswana	128	1	"climate change,coronavirus pandemic,economic recovery,model,model for post-pandemic"	Twitter for iPhone	128	523	Dukwe	"QT @lattenomics: China is the model for the nu werld ordor surveillance state, coming soon to a city near you ; Globalists last year - China is a model for dealing with climate change. Globalists now - China is a model for dealing with coronavirus pandemic. Globalists next year - China is a model for post-pandemic economic recovery...???"
14/03/2020	http://twitter.com/DenisCoghlan/statuses/1238778237456613377	Botswana	1321	1	"debate,genuine reason,very afraid Anthropogenic Climate Change Scaremongering"	Twitter Web App	1321	2034	Gaborone	"@manifesto2000 @Tangomitteckel @DarrinW74512672 @pantonenko2 @ClimateDan_ @hmailandt3 @Cosmic_Engineer @GWLarsson @carlblom_robert @JuliePi31415926 @DawnTJ90 @nemo_gratis @SaferStone @lt_texan @Soronya @Jeanjeannie20 @SombreGreen @hoststhefartin1 @MurrayMack4 @kuhn_reinhard @Niggledom @SylviaD32911201 @Nc1908Neil @gjcats @Barbarajdurkin @javierchesimo @oldfosil66 @drwaheeduddin @YackyDoodleDnDy @KinkerMichards @eachus @2013Boodicca @heymikey80 @BarbaraMcK42 @JaggerMickOZ @GillesnFio @dbirch214 @Lydienee @RogTallbloke @shookster1000 @JWSpry @Trismos @Leigh252425 @CymaticWave @Chaologistician @TheEndisFar @rigga_mortis @Carbongate @MCC_Berlin @ExtinctionR I wouldn't worry too much! COVID-19 is going to finish off the #ClimateChange debate. COVID-19 will provide a genuine reason to be afraid, very afraid Anthropogenic Climate Change Scaremongering doesn't stand a chance!"
21/10/2020	http://twitter.com/Matytsyn/statuses/1319046439520112642	Botswana	294	1	"COVID,argument,climate change,global incomes,lot of non-whites,westerners,white countries"	Twitter Web App	294	979	Dukwe	"QT @indica: the argument that 'non-white countries are better at suppressing COVID because they experienced more bad shit': 1. excludes Latin America - a lot of non-whites there, Peru did absolutely horrendously 2. excludes places like Russia https://t.co/YfQBo0PPlK ; Asians will replace westerners in the top 20% of global incomes soon (@BrankoMilan). Thank God. White people have unbelieved themselves into COVID-19 and are going to unbelieve us all into climate change unless we replace them soon. https://t.co/V4dI8JyFJu"
23/04/2020	http://twitter.com/Matytsyn/statuses/1253278564000112642	Botswana	252	1	"children,curves of climate change,overconsumption,overpopulation,rooms"	Twitter Web App	252	916	Dukwe	"QT @BulletinAtomic: 'overpopulation' - brown and black people having children 'overconsumption' - people consuming something that I do not need https://t.co/ezMkDtm5nK ; We need to flatten the curves of climate change, overpopulation, and overconsumption. Via COVID-19, perhaps Earth sent us all to our rooms to think about what we’ve done—and how we can fix it. https://t.co/HWNE7Df70t https://t.co/zunNMUZvja"
21/07/2020	http://twitter.com/rosestonepoet/statuses/1285362453518471169	Botswana	3650	1	"Australian jobs,climate emergency,consequences of inaction,covid recession,economic recovery,existential threat,green,industrial revolution,recession and climate change,report,sobering failure"	Twitter for iPhone	3650	4673		"QT @guardianeco: It is tam profound and sobering failure not to make the green industrial revolution central to our economic recovery from the covid recession. The consequences of inaction is incalculable. What can and has been calculated is that the climate emergency is an existential threat. ; Plan that tackles recession and climate change could create 76,000 Australian jobs, report says https://t.co/Miz6qLaOMW"
17/03/2020	http://twitter.com/itsiwani/statuses/1239861166404513794	Botswana	129	1	"climate change,corona virus,global upset,multitude of levels"	Twitter for iPhone	129	190	Gaborone	"To be very honest while the corona virus has caused quite the global upset on a multitude of levels, I will say that climate change wise, I think it’s having a rather positive effect"
13/10/2020	http://twitter.com/ASEBotswana/statuses/1315973000320233479	Botswana	87	1	"change,cleaner energy,dots between water,farmers,food security,fresh vegetables,fruits,lots,new Climate,resilient farming service"	Twitter for Android	87	352		"QT @ASEBotswana: The fight against COVID-19 is still on, and as we celebrate #WorldFoodDay this Friday, remember to eat lots of fresh vegetables and fruits. [1] ; Happy new week! We will be joining @UN in commemorating #WorldFoodDay this week! We are helping farmers connect the dots between water, cleaner energy, food security and #climate change, by offering our new Climate resilient farming service. #ASE #PoweringAgriculture #SDGs https://t.co/O0elWI3nmU"
09/05/2020	http://twitter.com/magaredess/statuses/1259071843799044097	Botswana	28	1	"Black communities,bank,climate change,down factories,emissions,global warming measures,heavy traffic,herd immunity,industrial incineration,reduction of carbon,type of population control"	Twitter for Android	28	124	Gaborone	"QT @Chilume_LiVE: As much as those advocating for closing down factories and businesses are towards climate change and global warming measures, reduction of carbon emissions from heavy traffic and industrial incineration. ; I think people who advocate for herd immunity (Covid-19) in Black communities also bank of the fact that the death of people is a type of population control as they know full well that a high number people will die."
25/10/2020	http://twitter.com/P43Bkx/statuses/1320393030050959362	Botswana	423	1	"evidence,eyes,pattern"	Twitter Web App	423	81		QT @Bot80Truther: Overpopultion is just another part of project fear. The same as Climate Change and Covid-19. Seeing a pattern yet Conspiracy Theory Deniers? No? Just open your eyes and switch off your TV. All the evidence is out there... you just have to want to find it. ; https://t.co/pA3Kzj06zf
12/03/2020	http://twitter.com/AporeticD/statuses/1238024357450002432	Botswana	371		"concrete action,crucial UN climate change summit"	Twitter Web App	371	788		RT @XRebellionUK: Sir David Attenborough has spoken of his desperate hopes that the crucial UN climate change summit hosted by the UK this year delivers concrete action – and is not blown off course by the #Coronavirus. https://t.co/vCHY6YgHlX
23/03/2020	http://twitter.com/gor_zilla/statuses/1242151222225899522	Botswana	774		"Climate change,coronavirus,decades,delay,news,public messaging,similar political problem"	Twitter for iPhone	774	2056	Dukwe	"RT @Pinboard: The public messaging around coronavirus is your behavior today determines the news two weeks from now. Notice how psychologically hard it is to link cause and effect with just that two week delay. Climate change poses a similar political problem, but the delay is decades long"
25/03/2020	http://twitter.com/yafahuss/statuses/1242853162228289538	Botswana	533		"climate change and politics,jail,moron,tests,treatment"	Twitter for iPhone	533	507	Dukwe	"QT @VicD31: RT @piersmorgan: Another f*cking moron. Find him, jail him, give him no treatment if he tests positive. ; Just remember...this is our future and the same ones lecturing us about climate change and politics ?? #COVID19 https://t.co/91kZDnfcwh"
04/04/2020	http://twitter.com/SuperKinoGalaxy/statuses/1246534169854910466	Botswana	277		"brunt of covid,climate change,great equalizer,lower income households,same way,vulnerable populations"	Twitter for iPhone	277	3017	Dukwe	"RT @jiejennyzou: Coronavirus is the “great equalizer” the same way that climate change is the “great equalizer,” which is to say: not at all. Communities of color, lower income households and vulnerable populations are bearing the brunt of covid 19"
08/04/2020	http://twitter.com/SebegoZwide/statuses/1247775231369859074	Botswana	576		"concern,new climate change"	Twitter for Android	576	1493		"RT @mitchellvii: You notice now that we have COVID-19, the Left has ZERO concern for climate change? Where's Greta? I said at the start, COVID-19 is the Left's new climate change."
24/05/2020	http://twitter.com/anthraxxxx/statuses/1264419804221304832	Botswana	15092		"climate change,coronavirus vaccine,future,kind,life,societal impact"	Twitter Web App	15092	3886		RT @markcheongwl: We’ve not really accepted the fact that life may never be the same again. Covid-19 has brought on the kind of societal impact that we only imagined climate change would cause in the future. The future is now. Why we might not get a coronavirus vaccine https://t.co/T5DWxcsPxL
15/07/2020	http://twitter.com/dalyw/statuses/1283452470744584194	Botswana	116		"Covid look,brief summer thunderstorm,climate change"	Twitter Web App	116	106	Dukwe	"RT @chrislhayes: Eventually, and probably sooner rather than later, climate change will make Covid look like a brief summer thunderstorm."
14/10/2020	https://twitter.com/Bohemianbloom/statuses/1316508739797565440	Botswana	145		science on climate	Twitter for iPhone	145	478	Dukwe	QT @jbendery: RT @Earthjustice: There’s nothing contentious about accepting the science on climate. ; Harris: Do you accept that COVID-19 is infectious? Barrett: Yes. Harris: Do you accept that smoking causes cancer? Barrett: Yes. Harris: Do you believe climate change is happening and threatening the planet? Barrett: I will not answer that because it is a contentious matter.
15/10/2020	http://twitter.com/1940snoire/statuses/1316525546155638785	Botswana	93		"COVID,cancer,climate change,debate,smoking"	Twitter for iPhone	93	289	Dukwe	RT @KamalaHarris: Amy Coney Barrett will admit that COVID-19 is infectious. She’ll admit that smoking causes cancer. But whether climate change is real? Apparently that’s up for debate.
15/10/2020	http://twitter.com/Worrysaurus316/statuses/1316805608763318272	Botswana	69		"Climate change,Smart move,cancer,covid,debate,intent,judicial canons,professional trial prosecutor,scientist"	Twitter for iPhone	69	332	Dukwe	"RT @JaspreetNagra_: Climate change is not up for debate. It is as factual as covid being infectious and smoking causing cancer, and it is so extremely concerning how many people openly deny it. You don’t have to be a scientist to accept it. You just have to listen to the scientists. ; Smart move by Senator Harris. Judge Barrett, who never tried a case, was so intent on lecturing a professional trial prosecutor about judicial canons that she didn’t see the trap until after she fell for it. https://t.co/dg0LOOplmu"
28/10/2020	http://twitter.com/becccaaa8/statuses/1321556487311749121	Botswana	325		"Same sex marriage,abortions,access,comprehensive plan,covid,fight against climate change,new Supreme Court justice,virus"	Twitter for iPhone	325	279	Dukwe	"RT @GrasonJant: 9 MONTHS into the virus and there is still no comprehensive plan against covid. Yet it took 38 DAYS to confirm a new Supreme Court justice. Same sex marriage, abortions, the fight against climate change, access to affordable healthcare- all in jeopardy."
11/03/2020	http://twitter.com/gayshot27/statuses/1237690566411874305	Botswana	211		"climate change,cruise ship industry,disease,fewer airline flights,human nation"	Twitter for Android	211	531	Kanye	RT @FreyjaErlings: COVID-19 killing off the bulk of the cruise ship industry and forcing fewer airline flights means a *disease* is doing more for climate change than any human nation is
14/03/2020	http://twitter.com/DenisCoghlan/statuses/1238778553036156928	Botswana	1321	0	"debate COVID,genuine reason,very afraid Anthropogenic Climate Change Scaremongering"	Twitter Web App	1321	2034	Gaborone	"I wouldn't worry too much about AGW! COVID-19 is going to finish off the #ClimateChange debate COVID-19 will provide a genuine reason to be afraid, very afraid Anthropogenic Climate Change Scaremongering doesn't stand a chance!"
16/03/2020	http://twitter.com/ataaang/statuses/1239346643893354498	Botswana	250		"bottle of hand,climate change,coronavirus,scientists warning"	Twitter for iPhone	250	365		RT @whatsupboosh: The people who reject the scientists warning about climate change but immediately buy every bottle of hand sanitizer when scientists warn them about coronavirus prove that it was never about believing or disbelieving. It’s about what doesn’t directly affect them and what does
18/03/2020	http://twitter.com/gayshot27/statuses/1240260598497042433	Botswana	216		"climate change,hoax,threat"	Twitter for Android	216	535	Kanye	"RT @NathanLerner: Dear Republicans, Next time you call climate change a hoax, please remember the 2 months you spent calling the Coronavirus a hoax and how quickly you ran to scientists for help once the threat became real."
05/04/2020	http://twitter.com/teeroro/statuses/1246852779466989573	Botswana	459		"brunt of covid,climate change,great equalizer,lower income households,same way,vulnerable populations"	Twitter for Android	459	1061		"RT @jiejennyzou: Coronavirus is the “great equalizer” the same way that climate change is the “great equalizer,” which is to say: not at all. Communities of color, lower income households and vulnerable populations are bearing the brunt of covid 19"
29/04/2020	http://twitter.com/AJFado/statuses/1255557258357944323	Botswana	466		"climate change,coronavirus pandemic,president,science"	Twitter for iPhone	466	435	Dukwe	"RT @BernieSanders: We have a president who doesn't believe in science. Whether it is climate change or the coronavirus pandemic, that is unbelievably dangerous."
17/05/2020	http://twitter.com/Nyathiman/statuses/1261987407852953604	Botswana	400		"First climate change,coronavirus,expert,old high school"	Twitter for Android	400	744	Francistown	RT @TimRunsHisMouth: First climate change... then coronavirus... what will the left make 17-yr-old high school drop out Greta Thunberg an expert in next?
23/05/2020	http://twitter.com/iam_PatoK/statuses/1264158353581838336	Botswana	1524		"climate change,gender response"	Twitter for Android	1524	1583	Gaborone	RT @eei_ng: Covid-19 and climate change: A gender response https://t.co/oXmQ0ANJGC
08/06/2020	http://twitter.com/HCIGaborone/statuses/1269851561225830401	Botswana	2748		"Sea levels,depend,millions,ocean,pandemic,unprecedented opportunity"	Twitter Web App	2748	152		"RT @antonioguterres: Sea levels are rising due to climate change. Oceans are becoming more acidic & teeming with plastic. As we work to end the #COVID19 pandemic & build back better, we have an unprecedented opportunity to protect the ocean on which millions of lives and livelihoods depend. https://t.co/EMIsWXEy6B"
20/06/2020	https://twitter.com/jurylady5/statuses/1274438039503204352	Botswana	16137		"climate change action,gear"	Mobile Web (M2)	16137	17781		RT @PeterDGardner: We've been talking climate change action for 30 years. Will COVID-19 finally jolt us into gear? https://t.co/E3HRPLBO2G #ClimateEmergency #auspol
09/07/2020	http://twitter.com/god_of_Flannel/statuses/1281039359182069762	Botswana	243		"Climate change,solution"	Twitter Web App	243	1221	Dukwe	RT @daveanthony: The only solution to COVID is the tax the rich. This is also the solution to healthcare. Climate change. Education. Homelessness. Poverty. Elections........
08/08/2020	http://twitter.com/Im_MissNothing_/statuses/1291935046165766144	Botswana	336		"climate change,damage,government,individual responsibility,story of everything,system"	Twitter for iPhone	336	551		"RT @TVsCarlKinsella: Literally the story of everything, Covid-19, climate change, whatever, is the government trying to make it about individual responsibility while the system that the state is responsible for does all of the damage."
17/08/2020	http://twitter.com/PMProuk/statuses/1295309930594009089	Botswana	1112	0	"climate change,mn innovation challenge fund"	TwinyBots	1112	3632		"UK launches £3 mn innovation challenge fund in India to tackle COVID-19, climate change #Innovation https://t.co/eadUJo6uMB"
14/10/2020	http://twitter.com/jocat181/statuses/1316451332841254915	Botswana	253		"Climate change,hold,lives and livelihoods,response"	Twitter for iPhone	253	627	Gaborone	"RT @antonioguterres: Climate change is not on hold, therefore we cannot postpone #ClimateAction. Addressing the climate crisis and #COVID19 simultaneously requires a response stronger than any seen before to safeguard lives and livelihoods."
27/10/2020	http://twitter.com/baroquendmzzz/statuses/1321110088627724289	Botswana	102		"allies,climate change crisis supporter,conversation,covid,public mood,rule,tactics"	Twitter Web App	102	105		"RT @katyjon: I'm an environmental & climate change crisis supporter but some at Extinction Rebellion keep reading the public mood wrong & putting more people off. XR shouldn't be targeting allies, certainly not a covid-shielding rule-of-6 breaching doorstepping of 94yo icon David Attenborough https://t.co/dPobeBgpZv ; Members of Extinction Rebellion knocked on David Attenborough's door in the hope of “opening a conversation” with him after he criticised its tactics https://t.co/YBlOxHjomh"
09/03/2020	http://twitter.com/PeteHendy/statuses/1237044315899285505	Botswana	258		"books,supplies"	Twitter for iPhone	258	442		"RT @resolutereader: If you haven't heard, Coronavirus is likely to affect supplies of my two books Kill all the Gentlemen and System Change not Climate Change. Please panic buy them both now."
11/03/2020	http://twitter.com/Kh1d0rah1an/statuses/1237770656462376961	Botswana	154		"climate change,cruise ship industry,disease,fewer airline flights,human nation"	Twitter for iPhone	154	363		RT @FreyjaErlings: COVID-19 killing off the bulk of the cruise ship industry and forcing fewer airline flights means a *disease* is doing more for climate change than any human nation is
17/03/2020	http://twitter.com/iam_PatoK/statuses/1239768172162662400	Botswana	1419		"action,climate change,decision,harm,table"	Twitter for Android	1419	1733	Gaborone	"RT @jgboberg: #ListenToDisabledPeople and make sure that if your e-NGO wants to take action about #COVID19 and climate change, then we're at the decision making table too. Anything less is not #ClimateJustice and is causing harm to disabled people globally. #NothingAboutUsWithoutUs"
18/03/2020	http://twitter.com/vnapireweekend/statuses/1240342269649182721	Botswana	836		"climate change,hoax,threat"	Twitter for iPhone	836	487		"RT @NathanLerner: Dear Republicans, Next time you call climate change a hoax, please remember the 2 months you spent calling the Coronavirus a hoax and how quickly you ran to scientists for help once the threat became real."
22/03/2020	http://twitter.com/DenisCoghlan/statuses/1241632631965528064	Botswana	1324		"attention,coronavirus pandemic,focus,important human induced climate change,reality,world"	Twitter Web App	1324	2040	Gaborone	"RT @ClimateRealists: Geologist Ian Plimer says the coronavirus pandemic has proven “human induced climate change has never been a reality”. Mr Plimer told Sky News since COVID-19 became the focus of the world’s attention, “we see how important human induced climate change is” https://t.co/Xk2fo4Krbf"
20/04/2020	http://twitter.com/KgoriBustard/statuses/1252130035856822272	Botswana	389	0	"Very interesting podcast,climate change"	Hootsuite Inc.	389	1556	Gaborone	Very interesting podcast on what coronavirus teaches us about addressing climate change...https://t.co/AZJm4GQs3Q
28/04/2020	http://twitter.com/Article1066/statuses/1255246094235246593	Botswana	7111		"Coronavirus recovery plan,climate change"	Twitter Web App	7111	7337		RT @topnigel: Coronavirus recovery plan 'must tackle climate change' https://t.co/Q5KOzHdyOC
12/05/2020	http://twitter.com/Smaknificent/statuses/1259985705746432007	Botswana	35801		"climate change,crisis,even better cover,left,power,public,rights,socialist agenda,voters on welfare"	Twitter for Android	35801	21538	Dukwe	"RT @PeterSchiff: #COVID?19 is providing the left with an even better cover than climate change to push their socialist agenda. They will perpetuate this crisis indefinitely, to usurp power, scare the public into surrendering rights, and create more dependency by putting more voters on welfare."
14/05/2020	http://twitter.com/minkxminkie/statuses/1260933920201162752	Botswana	4369		"members,multifaceted vulnerability"	Twitter for iPhone	4369	412		"RT @iam_PatoK: Glad to have contributed to this opinion piece with @Resilient_40 members ?? COVID-19, climate change and Africa’s multifaceted vulnerability https://t.co/0TaZjRvyaM via @AfricanNewspage"
03/06/2020	https://twitter.com/Zindzi_K/statuses/1268047131916500992	Botswana	14335			Twitter for Android	14335	624		QT @citizentvkenya: RT @RoberttaBobbie: Good morning @Zindzi_K . Just wanted to tell you that you’re beautiful ?? ; COVID-19 impact on climate change COVID-19 impacts are already compromising food and water security Full lock-downs have also pushed global electricity demand down by 20% Demand for energy globally has fallen #DayBreak https://t.co/3pnlHsIFtl
02/08/2020	http://twitter.com/JoCottle1/statuses/1290010677227085825	Botswana	565		"back amid widespread misuse,chocolate fire guard,climate change and coronavirus,local MP,potential to tackle,scheme,shopping centres,underage riders"	Twitter for iPhone	565	682		"RT @LondonTrafficW1: UK’s first e-scooter trial scaled back amid widespread misuse – including underage riders zipping through shopping centres The scheme billed as having potential to tackle climate change and coronavirus is ‘as useful as chocolate fire guard,’ says local MP https://t.co/LsTbjTkA3K"
30/08/2020	http://twitter.com/DenisCoghlan/statuses/1300019950384566272	Botswana	1325		"climate change nonsense,country,cow farts,meat factories,meat factory outbreaks,virus by indiscriminately"	Twitter Web App	1325	2118	Gaborone	"RT @fionamflanagan1: Remember all the climate change nonsense about cow farts and the need to stop eating meat and start eating bugs instead? So isn’t #COVID an incredibly “green” virus by indiscriminately targeting meat factories?? https://t.co/MPnvDBSzpW ; Nearly 1,500 cases linked to 28 meat factory outbreaks across the country (via @thejournal_ie) https://t.co/6kHYYHrSjr"
07/10/2020	http://twitter.com/trash_lesbian/statuses/1313884383703638017	Botswana	90		"action on smoking,climate change denial,diseases,great insight,humble economist,manufacture doubt,media,public health expert,scientists,side"	Twitter for iPhone	90	249	Kasane	"RT @TimHarford: I've no great insight into Covid. I'm just a humble economist. But I do note that scientists are divided was very much a theme of Big Tobacco's manufacture doubt strategy to delay action on smoking-related diseases. See also: climate change denial. ; I can't even... Scientists aren't divided. There are maybe max 4 or 5 scientists pushing let the young get it in the media. On the other side are the CMO, CSO, NHS, BMA, WHO, ECDC, CDC, any pretty much any public health expert you care to name."
12/10/2020	http://twitter.com/P43Bkx/statuses/1315622363065708545	Botswana	404		"climate change,modeling,piece,same computer modeling hacks"	Twitter Web App	404	76		"RT @21WIRE: This piece is excellent, if not for fact he calls out fact that same computer modeling hacks for #COVID are also giving the modeling for supposed climate change. Put two and two together."
29/02/2020	http://twitter.com/chrispeterson65/statuses/1233828334787801089	Botswana	3823	0	coronavirus nor climate change	Twitter for iPhone	3823	4987		QT @ZubyMusic: Definitely not ; Am I the only person who is not remotely fearful of the coronavirus nor climate change?
11/03/2020	http://twitter.com/mYusufRashid/statuses/1237685385351688192	Botswana	376		"climate change,cruise ship industry,disease,fewer airline flights,human nation"	Twitter for iPhone	376	383		RT @FreyjaErlings: COVID-19 killing off the bulk of the cruise ship industry and forcing fewer airline flights means a *disease* is doing more for climate change than any human nation is
14/03/2020	http://twitter.com/amayaksha/statuses/1238843632054161409	Botswana	572			Twitter for Android	572	319		"QT @crazyfckinvegan: RT @GrandmaSaidNo: Is anyone gonna tell the vegans how climate change, colonialism, poverty, food insecurity, and other “man-made” construc… ; Fun Fact about the COVID-19/Coronavirus?? Stay safe! https://t.co/bud29zHkjn"
18/03/2020	https://twitter.com/Michael65413248/statuses/1240266901617405952	Botswana	328			Twitter for iPad	328	261		QT @JackPosobiec: RT @HankMullaney: Coronavirus ... because you didn’t care. https://t.co/gazdMPSqWW ; I honestly can’t believe they haven’t blamed coronavirus on climate change yet
19/03/2020	http://twitter.com/anthraxxxx/statuses/1240524084112318464	Botswana	10977		"climate change,less air pollution,planet,test lab,types,unexpected benefit"	Twitter Web App	10977	3545		RT @ScottAdamsSays: One unexpected benefit of the #coronavirus is that we turned the planet into a test lab for climate change. What does 50% less air pollution of all types for a month buy you?
